class,tweet
1,"""@fuckcamoclark: Roses are red and violets are blue and niggers are black, you know that's true."" @dylan72892"
1,"""@glowstruck: But a nigga gon be a nigga, be a nigga."" You sound fuckin retarded"
1,"""@gurl_Im_Angie: @ItsKiaraaaa @WestYourMajesty I'm not even shy stfu"" kikis mom: Hi angelique 
Angelique: Smiles *Dips cracker in soup*"
1,"""@haitian__goLd: Tim Tebow got cut from every team he was on in the NFL and he already got more hoes than me in Starkville. Smh."" &#128514;&#128514;&#128514;&#128514;"
1,"""@hazelebaby: Karma is a bitch #Damn #GodProtectsHisAngels &#128588;""

*sips tea*"
1,"""@hornyjhb: Fuckin hot gym pussy http://t.co/ZVYmcXQuTA"" fuck yeah"
1,"""@iAMPickUpLines: You can call me Fireman cause I turn the hoes on."""
1,"""@iCrawley: I could never have a bby by a lil dick Thts y I got a abortion by the last bitch""- oh My God"
1,"""@iDntWearCondoms: Watch women try to argue with me like they have a dick and actually fucked some pussy before"" I hate when bitches do that"
1,"""@iLGDaily: And smoke weed in public, fuck cops man, do what you wanna do, they don't own you, run if they come"" are you retarded?"
1,"""@irlfatty: my pussy sweet like watermelon http://t.co/SKlPh3TtoG""

Thotermelon"
1,"""@jSadass: loud bitches annoy me"""
1,"""@jacaxeltlu: Eventually every bitch turns into that hoe."" # Truuu"
1,"""@jaimescudi_: ""@Tonybthrz_: ""@jaimescudi_: I swear if oomf try talking to me tomorrow.."" @"" @BarackObama"" pussy"
1,"""@jama_jam: You bitches be pretending to be TF crazy.."" You ain't never lied..."
1,"""@jasmyncyniquee: @white_thunduh k bye hoe"" um bye .."
1,"""@jboii2: ima keep on giving these pussy ass niggas ah reason to hate !"""
1,"""@juicyyyjayyyy: Side bitch Sunday &#128514;&#128514;&#128514;"" &#128514;&#128514;&#128514;"
1,"""@k_eazy26: Facts what baldheaded bitch made this shit. &#128074;&#128074;&#128555;&#128530; http://t.co/fDYojpT9Xg""

Lmao &#128553;&#128514;"
1,"""@kayreneeee_: Fuck wit us and then we tweakin hoe"" shmurda!"
1,"""@kikiSTFU: I'll break that lil bitch neck and won't even feel sorry about it"" Savage"
1,"""@leikant: This is so fucking hot!! #scally #sneakersex #sockfetish #sniff #trainersex http://t.co/TubivxbxcO"" love me some kinky scallies"
1,"""@likemicah: Y'all dumb ass niggas be so pressed to have hoes. Y'all weak as fuck as fuck"" ...weed over hoes, oreos too."
1,"""@lildurk_: I can turn yo bitch into a eaterrrrrrrrr"""
1,"""@lildurk_: I don't trust dese hoes Nikki told 51st where I stay at all my fans screen shot ASAP"" we finna come to Chiraq and shoot sumn"
1,"""@marackaf: &#8220;@white_thunduh: Aye yall ima tryout for the bowling team frfr&#8221; tryouts passed tho"" no theres two more retard"
1,"""@maybe6789: Now u got what u want bitch ! Enjoy it http://t.co/gLQzwtGMj9"" now this is a crazy party I would love to attend."
1,"""@michelle_westt: Facts ""@POONsoaker: Only the dudes with hoes say they don't got hoes&#8221;"" @J_Austin12"
1,"""@midyWIDEY_: I'm rea start smacking bitches period !"" Bluffin at its best"
1,"""@molssyo: Lifes a bitch, and then you die 
Thats why we get high, cause you neva know when you're gonna go"" my sister is perfect (:"
1,"""@molssyo: One of us is on drugs, and its me but you're still wrong &#128514; @currieburry"" hahahahahahah im a bitch sometimes (:"
1,"""@morgandaylee: I'm feeling pretty fuckin ghetto"" Smh"
1,"""@obey_jrock__: This is a true ride or die bitch &#128175; http://t.co/bkwHX83fkW"" what the fuck hahahahah"
1,"""@ortiz_jaylene: All I see is Bruno's bitch ass on my twitter now. wtf"" Bruno's all that she sees (Drake voice)"
1,"""@ozzie_garza: @white_thunduh I'm about to cool faggot chill"" tf is cool nigga"
1,"""@ozzie_garza: @white_thunduh I'm so sure bitch"" frfr tf"
1,"""@poppunksucks: Twitter is not a source of news broadcast you fucking retards"" it is when nbc, abc, cnn, Fox, etc are all keeping quiet."
1,"""@queendulaaa: Got a couple bitches saying they know me But I&#8217;ma let the money talk for me &#128526;&#128076;"" AND I'M LIKE... #WWYD"
1,"""@realFORTES: Grudges are for weirdos""and bitches"
1,"""@roLLYuP23: No text back? I don't give a fuck, I'll text another bitch"" damn someone is hurt lol"
1,"""@ronald_iongi: Ummmmmm okay http://t.co/4BVLsci5K5"" you got hoes from left to right &#128514;&#128514; do yah thang!"
1,"""@royalswagg_: using y=mx+b to find the slope of that ass"""
1,"""@rugbysocklad: Hell yeah bro! http://t.co/9yIb45UD6c"" fuck yeah sexy scally lad in hot gear"
1,"""@rugbysocklad: Helping out a mate!! http://t.co/eMNAdO1QOj"" I love scally play. Fuck yeah"
1,"""@rugbysocklad: Lads being Lads! http://t.co/f3UJcYJ4OF"" fuck yeah. I love scally lad action. Hot trainers too."
1,"""@savage_twotone: Next year bitches is gonna be like you gotta promise you won't expose me &#128514;&#128514;&#128557;"""
1,"""@scallynikelad: &#8220;@sleazytwinks: So hot!! RT @opcinjen: Lick it, bitch http://t.co/JLoUkqDcOM&#8221;"" fuck yeah. Eat that trainer u dirty fucker"
1,"""@sierrabernia: &#8220;@T2G_CincoKilby: Y'all think celebrity pussy different from the locals? &#128514;&#8221; yeah Meghan goods is"""
1,"""@sniffsockslad: Need these sox http://t.co/xydb1RchXh"" fuck yeah. I love a kinky scally lad w/ rank sox and sneaks"
1,"""@snoleezey801: I don't ever expose females like that.. That's childish.."" bitch nigga shiiii....."
1,"""@socass_: ""@00sexilexi00: @socass_ yasss""

*trys new things with bestfriend*""

*bitch who do you love*"
1,"""@soxandjox: Thick raw fuck http://t.co/g8RvUHCeBN"" Damn his man pussy is getting a workout."
1,"""@splurgb_: Nothin in life is free.. Some of you bitches need to write that on ya panties""&#128557;&#128514;"
1,"""@stephencdo: @currieburry if one of you bitches want some of my burrito u can catch me at potosino"" huh? Haha"
1,"""@talibanshawtyy: Niggas whole hoes out here cuz"" Couldn't had said it better..&#128588;"
1,"""@theaveragerocks: Hardcore way to eat Mac and cheese
1. Boil water 
2. Snort cheese powder
3. Drink boiling water 
4. Fuck bitches"""
1,"""@thebravebird: #YoureNotMyType if my fade is perpetually fresher than yours."" That's a real ass bitch rite there"
1,"""@thejudyann: annoying bitch that I love http://t.co/8oxlQvQBrC"" JUDYANN'S SO PRETTY!!!!!"
1,"""@thotmouths: http://t.co/aQKGOrAUxx""

Lmao bitch got on some huggies"
1,"""@trestiffer: Hi bitch 
No bitch
Bye bitch"" http://t.co/RbcRXMRtQP"
1,"""@trutherbot: does he look like a bitch?"" @el_capacitor"
1,"""@whoiscoreyking: Chase money &#128176; not &#128581; hoes &#128111; &#128175;&#128175;""&#58399;&#58399;&#58399;&#58399;"
1,"""@whooligan__: can't stand a ""I don't know what I want"" ass nigga &#128564;"" bitch*"
1,"""@wiganzlad: ""@MarkyCrumb: ""@gmail_shorts: I'm on my way http://t.co/MqcZuXlbtT"" love a #chav""hot"" sexy scally fucker."
1,"""@witmyRUDEass: These newly gay bitches don't kno how shit works"""
1,"""@witmyRUDEass: When a bitch don't want a real job they just become strippers lol"" lol."
1,"""@wodaeeex3: Awww Meat Meat In His Feelins""i ainn n my feelings bitch"
1,"""@wodaeeex3: I Want Snake Bites , MY Industrial Piercin &amp; A Tattoo""Dem hoe accessories dea &#128064;&#128064;&#128056;&#9749;"
1,"""@worldwarzee_: these hoes ain't loyal."""
1,"""@xoxoclauudia: YASSSSSS, ORDERED CHINESE &#128079;"" bitch you just ate tacos you fat fuck"
1,"""@z0mbiedance: I made that bitch lunch. @elizabethbatman"" Bitches love lunch."
1,"""A NO BRAINER""
But as soon as this bitch gets rich in political power, her views will change!
POLITICAL WHORES! http://t.co/ekEPSjWcyU&#8221;"
1,"""A pussy a day keeps the devil away"" -@DoperThanYola"
1,"""Ain't that about a bitch""... What does that mean?"
1,"""All these bitches want a baby, I don't want no children."""
1,"""And bitch you must be lost"" &#128514;&#128514;"
1,"""Baby I like being on your left side"" no bitch you can't be there Cuz the street on that side and Twitter said I ain't real if you do"
1,"""Batter the wee cunt Jewis"" y cos he fucked my ex? Emma isnt battering the girls I've nailed?Ive moved on,stop being a pussy n do it urself."
1,"""Bleed out hoe!!!"" -Alexa"
1,"""Boolin' in the bando wit a few bitches"""
1,"""But I need a bad bitch that's hotter than me"" might be the realist shit PartyNextDoor ever said. That's how I be feelin everyday"
1,"""By the way we do punch bitches."""
1,"""Caesar is home"" RT @Naewoodster: &#8220;@MjaySkillz: https://t.co/mw5KAojKXB""theres so much this bitch looks like. Lets start with ape shit&#8221;&#128557;&#128557;"""
1,"""Dad say hi to my snapchat"" 
Dad ""&#9996;&#65039;&#9996;&#65039; duces bitch"" &#128514;&#128514;&#128553;&#128553;"
1,"""Do you believe these hoes are not in fact loyal?"" ""I disagree with that, I do believe they are in fact the loyalest bunch,these hoes"""
1,"""Don't know no ugly bitches! Don't know no broke niggas!""--@Kevin_Gates"
1,"""Don't make me make you fall in live with a nigga like meee..."" The birds 1&amp;2 are my favorite songs by Weeknd"
1,"""Don't you ever give my pussy away. You keep it tight, alright?"""
1,"""Dropped a stack cause bitch I'm ON"".
-@1PoloBoy 
Song called ""Dope"".
Download the mixtape here: http://t.co/LaCZ1e6TG7"
1,"""Dumb bitches do dumb things"""
1,"""Eat the pussy like a real nigga hungry"""
1,"""Eff it. Let's go after the cripple."" http://t.co/kSaMx1JPfV"
1,"""Everything look better with a bitch next to it"""
1,"""Facto @ShaunaSayomi: Who cares if you a hoe when your ass looks like this? http://t.co/CJdT987aqf"""
1,"""For every bad bitch there is a nigga tired of fucking her"""
1,"""Foreign chick, no lie.. Man that bitch Beautiful"""
1,"""Fresh nigga so you kno I need a clean bitch... Who kno I'm working cuz I wanna see my team rich."" http://t.co/Cgx3HNAK9A"
1,"""Fuck 5/0 I make my own rules. Suck my dragon balls bitch call me goku"""
1,"""Get me that shit bitch you is fine bear"""
1,"""Get your ass back to Detroit ya fuckin' wigger!"""
1,"""Girls that I dated, its okay I ain't mad yo, unless you stabbed me in the heart, no love hoe"""
1,"""HOW DO YOU KNOW MY TWITTER PASSWORD"" bitch please"
1,"""Have you seen my shows? Have you seen my hoes? If I wasn't hot would they be so thick?"""
1,"""He a bitch for hitting that hoe"" &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;"
1,"""He married to a white woman... lucky sum-bitch"" - Uncle Ruckus"
1,"""He wanna be my nigga, but I'm just trinna be his savings account &#128553;"" &#128514;&#128557;&#128514;&#128557; omg imma funny ass bitch man, but that's Real Shit &#128175;"
1,"""Her great grandmas a hoe,her grandmas a hoe,her moms and a hoe, and she's a hoe! It's a long line of hoes!"" -Grandpa Carl everyone"
1,"""Hey pussy you still there?"""
1,"""How hotter than is it?"" ""A bitch."""
1,"""How u talking to hoes bout bro n em.. Why you talking to hoes bout bro n em"""
1,"""How you doing, crazy bitch?"" is hilarious!"
1,"""I KNOW my shoes dirty as fuck, whatever, bitch. You don't have to call!""

Like, negro... one of the first things they LOOK at is shoes, dog"
1,"""I call him my bitch"" @MaKennaM_"
1,"""I can't handle no liquor... But these bitches can't handle meeedd"" - Chief Sosa"
1,"""I don't chase after dudes... I chase after bitches."" - Edgar Bautista"
1,"""I don't love these hoes, baby It's me and you forever"""
1,"""I dont even need a picture of tamar, that bitch is beat in every picture""&#128514;&#128557;&#128514;&#128514;&#128514;"
1,"""I dont have hoes"" &#128564;"
1,"""I fucking hate that bitch so much I wanna smack her in the face then tongue kiss her"""
1,"""I got a bitch set it off like jada picket..queen latifah you riding round with your nieces bitch you titi"""
1,"""I got a sister, she told me stop calling women bitches.."""
1,"""I guess this is the night bitches die...!!!!"" Stewie is that nigga...!"
1,"""I had a bitch that had a bitch, had the bitch eating halibut.."" - @iamyoungroc #FreshRhymes #JerkSquad #SlowStir"
1,"""I have this lady-love
She's married, but I still wanna bang her
She won't have sex with me
What a bitch"" ~A troubadour, probably"
1,"""I heard you was looking for Candy Man, bitch"""
1,"""I hope you don't get mad, ladies. I only call you bitches 'bitches' bc I don't know your names individually."" -Katt Williams @LetMicahDown"
1,"""I just got a number 3 I'm a bitch boy"""
1,"""I know that shit eatin grin! You either just fucked the girl of your dreams or you sold a car. We know you're a faggot. What'd you sell?""&#128514;"
1,"""I only be with older men cause they're more mature""

That supposed to fool us bitch?"
1,"""I prolly leave up out this bitch with my cups in my hand and yo hand in my other hand."""
1,"""I said i don't like it, it tastes like wolf pussy"" 
""what? How do you even know what that tastes like"""
1,"""I taught myself how to eat pussy, and cut my own hair""
""I taught myself how to eat pussy hair""&#128514;
Name the movie &#128514;"
1,"""I used to dress up like a cop too.""
""Oh really?""
""Yeah...right after 9/11...mad pussy.""
""Really?""
""Yes...I'll NEVER FORGET."""
1,"""I went to jail for a flock, &amp; came home wit a strike.. You went to jail as a bitch, came home as a dike""- @YG"
1,"""I will fuck u where u stand"". ""U dizzy bitch"". Two unique &amp; separate phrases I overheard a relative saying when I was younger."
1,"""I woke up like thi-"" bitch go back to bed"
1,"""I would rather you call me bitch than sir"" -my manager"
1,"""I'll beat on that pussy so hard"""
1,"""I'm a funky ass honkey."" - @jtimberlake 's shout out to @macklemore tonight before ""Cabaret"" &#128514; #JT2020Tour"
1,"""I'm comparing KFC to the pussy"" @MaxOn_MaxOff5"
1,"""I'm downloading you a new personality and ordering you a new face! You bitch.. I love you.. Goddamn it!"" -Axl Rose yelling at his sex robot"
1,"""I'm feelin like Malcolm in the middle, these bitches surround me they can't miss em"""
1,"""I'm gonna piss on your dimple @SoNi99a_: Stop wasting prayers on trash teams lol"""
1,"""I'm probably your main bitch chocolate dipped cinnamon apple"""
1,"""I'm sick of his shit man @JonnieSantana: Sit his bitch ass, I'm fed up bro RT ""@80sbaby4life: Geno threw yet another pick smh"""""
1,"""I'm sorry I fucked yo bitch... But she really dig a nigga"" @KingL"
1,"""IBS"" irritable bitch syndrome."
1,"""If you love her then hide yo bitch so you'll keep shorty.""
@wizkhalifa"
1,"""If you talk back to me you ain't getting no pussy.""
Me: http://t.co/vgnwcFgvSJ"
1,"""If you're a bad bitch put your hands up high"" 
Every girl in the room starts waving there hands around."
1,"""Imma tie that bitch up in the basement and donkey-fuck her ass for two weeks straight"" hahahahahahahahaha #50centmovie #beforeiselfdestruct"
1,"""In My Mind""
Gotta be the dumb hoe anthem..."
1,"""It takes a true directioner to accept Larry"" You know what bitch its fans like you that make the boys cry. #ThankYouPaulForConfirmingLarry"
1,"""It's allegations, were u in the bedroom? Did u see it?"" Words of a naive &amp; blind bitch. We know ur husband cheated on u. Ramona is dumb!!!"
1,"""It's never too late to tag a bitch.""- @CyFyre"
1,"""It's the dykes"" -hunter dyke with a dyke http://t.co/LGtw3AWMeh"
1,"""Julia Roberts, you're a ho"" @LaurenGardner8 #NottingHill"
1,"""LMFAOOOOOOOOOOOOOOOOOO @bb_brooks: If your pussy is good but my mama don&#8217;t like you? Guess who gotta go&#8230;&#8230;&#8230;..my mama."""
1,"""Let's do nips ahoy and spank me maybe"""
1,"""Like... correct me if I'm wrong but... Doesn't pimpin involve 'smackin bitches for money'?"""
1,"""Lmao @BlackBeauty515: &#128514;&#128514; RT @80sbaby4life: Pound cake look like pussy &#128514; http://t.co/UFYwCC9xCI"""
1,"""Lmao @SWILLA_LO: The d.rose adidas are lighter than my phone .... Shit is retarded"""
1,"""Maybe she wants to be more than your friend or maybe she's a stupid bitch. You never know until you make her cum."" &#128514;&#128514;&#128514;"
1,"""My momma told me to tell you to mind yoooo damn motha fuckin business you 2+2 not knowin what it is bitch!!!!!!"""
1,"""My nips are freeeeezing...and that's not okay because they're slicing through my bra....""
&#128514;"
1,"""My twitter was hacked"" = I'm too pussy to admit that I said it and now I want to act like I never said it."
1,"""Nah girl I ain't gon be able to make it, it's been tight since Russ loss his job"" you in the back like ""damn bitch really"""
1,"""New Flame"" the song of the yr lol that bitch SUPER run like"
1,"""Niggas always yelling ""Fuck bitches, Get money"" meanwhile they're broke and still want the bitches&#8230;."""
1,"""Niggas be pressed for pussy, Eeeeeen nothin"""
1,"""No bitches "" - nan"
1,"""No boats and hoes please thanks"" - Mom"
1,"""On top of that, she just a pregnant ass sorry hoe. Aint never got no money. Even her water broke."" - @TallTrappin88 #RIPTALLT"
1,"""Pistol whip my Dickau, shoot yo bitch club up.""

Sometimes freestyles be freestyles. And I'm okay with that."
1,"""RT it for me. Please and thanks @BmorePocahontas: Did a pierced pussy just come across my timeline &#128528;"""
1,"""Remy Machiavelli send shots to ya belly"" &#128553; my bitch &#9994;"
